000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "datalink-A.log", TCP port 59144, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.257 New epoch: Sat May 21 00:06:31 2022
000.258 =================================================================
000.258 
000.258 Designed by Chen Yu, build: May 20 2022  17:46:38
002.922 .... 4 packets received, 3415 bps, 42.68%, Err 1 (4.7e-05)
722.223 .... 2683 packets received, 7614 bps, 95.17%, Err 57 (9.9e-06)
724.340 .... 2691 packets received, 7614 bps, 95.18%, Err 57 (9.8e-06)
726.450 .... 2699 packets received, 7614 bps, 95.18%, Err 57 (9.8e-06)
729.361 .... 2706 packets received, 7604 bps, 95.05%, Err 58 (1.0e-05)
731.484 .... 2717 packets received, 7612 bps, 95.16%, Err 58 (9.9e-06)
733.600 .... 2725 packets received, 7613 bps, 95.16%, Err 58 (9.9e-06)
735.710 .... 2733 packets received, 7613 bps, 95.17%, Err 58 (9.9e-06)
737.848 .... 2741 packets received, 7613 bps, 95.17%, Err 58 (9.8e-06)
739.944 .... 2749 packets received, 7614 bps, 95.18%, Err 58 (9.8e-06)
742.049 .... 2757 packets received, 7614 bps, 95.18%, Err 58 (9.8e-06)
744.163 .... 2765 packets received, 7615 bps, 95.19%, Err 58 (9.8e-06)
746.249 .... 2773 packets received, 7616 bps, 95.19%, Err 58 (9.7e-06)
748.402 .... 2781 packets received, 7616 bps, 95.19%, Err 58 (9.7e-06)
750.485 .... 2789 packets received, 7616 bps, 95.20%, Err 58 (9.7e-06)
753.434 .... 2795 packets received, 7603 bps, 95.03%, Err 60 (1.0e-05)
755.539 .... 2806 packets received, 7611 bps, 95.14%, Err 60 (9.9e-06)
757.624 .... 2814 packets received, 7612 bps, 95.15%, Err 60 (9.9e-06)
759.763 .... 2822 packets received, 7612 bps, 95.15%, Err 60 (9.9e-06)
761.873 .... 2830 packets received, 7613 bps, 95.16%, Err 60 (9.9e-06)
764.018 .... 2838 packets received, 7613 bps, 95.16%, Err 60 (9.8e-06)
767.423 .... 2846 packets received, 7600 bps, 95.00%, Err 61 (9.9e-06)
769.516 .... 2858 packets received, 7611 bps, 95.14%, Err 61 (9.9e-06)
771.674 .... 2866 packets received, 7611 bps, 95.14%, Err 61 (9.9e-06)
773.754 .... 2874 packets received, 7612 bps, 95.15%, Err 61 (9.9e-06)
775.882 .... 2882 packets received, 7612 bps, 95.15%, Err 62 (1.0e-05)
778.007 .... 2890 packets received, 7613 bps, 95.16%, Err 62 (1.0e-05)
780.075 .... 2898 packets received, 7613 bps, 95.17%, Err 62 (9.9e-06)
782.199 .... 2906 packets received, 7614 bps, 95.17%, Err 62 (9.9e-06)
784.310 .... 2914 packets received, 7614 bps, 95.18%, Err 62 (9.9e-06)
786.417 .... 2922 packets received, 7615 bps, 95.18%, Err 62 (9.9e-06)
788.513 .... 2930 packets received, 7615 bps, 95.19%, Err 62 (9.8e-06)
790.644 .... 2938 packets received, 7615 bps, 95.19%, Err 62 (9.8e-06)
792.749 .... 2946 packets received, 7616 bps, 95.20%, Err 62 (9.8e-06)
794.898 .... 2954 packets received, 7616 bps, 95.20%, Err 62 (9.8e-06)
796.971 .... 2962 packets received, 7617 bps, 95.21%, Err 62 (9.7e-06)
799.103 .... 2970 packets received, 7617 bps, 95.21%, Err 63 (9.9e-06)
801.202 .... 2977 packets received, 7615 bps, 95.18%, Err 63 (9.8e-06)
803.331 .... 2985 packets received, 7615 bps, 95.19%, Err 63 (9.8e-06)
805.459 .... 2993 packets received, 7615 bps, 95.19%, Err 63 (9.8e-06)
807.598 .... 3001 packets received, 7615 bps, 95.19%, Err 63 (9.8e-06)
809.699 .... 3009 packets received, 7616 bps, 95.20%, Err 63 (9.7e-06)
811.826 .... 3017 packets received, 7616 bps, 95.20%, Err 63 (9.7e-06)
813.925 .... 3025 packets received, 7616 bps, 95.21%, Err 63 (9.7e-06)
816.042 .... 3033 packets received, 7617 bps, 95.21%, Err 64 (9.8e-06)
818.142 .... 3040 packets received, 7615 bps, 95.18%, Err 65 (9.9e-06)
820.268 .... 3048 packets received, 7615 bps, 95.19%, Err 65 (9.9e-06)
823.684 .... 3056 packets received, 7603 bps, 95.04%, Err 66 (1.0e-05)
825.853 .... 3068 packets received, 7613 bps, 95.16%, Err 66 (1.0e-05)
827.954 .... 3076 packets received, 7614 bps, 95.17%, Err 66 (1.0e-05)
830.035 .... 3079 packets received, 7602 bps, 95.02%, Err 67 (1.0e-05)
832.132 .... 3091 packets received, 7612 bps, 95.15%, Err 67 (1.0e-05)
834.289 .... 3099 packets received, 7612 bps, 95.15%, Err 67 (1.0e-05)
836.348 .... 3107 packets received, 7613 bps, 95.16%, Err 67 (1.0e-05)
838.512 .... 3115 packets received, 7613 bps, 95.16%, Err 67 (1.0e-05)
840.597 .... 3123 packets received, 7614 bps, 95.17%, Err 67 (1.0e-05)
842.728 .... 3131 packets received, 7614 bps, 95.17%, Err 67 (9.9e-06)
844.832 .... 3139 packets received, 7614 bps, 95.18%, Err 67 (9.9e-06)
846.928 .... 3147 packets received, 7615 bps, 95.18%, Err 67 (9.9e-06)
849.062 .... 3155 packets received, 7615 bps, 95.18%, Err 67 (9.9e-06)
851.159 .... 3163 packets received, 7615 bps, 95.19%, Err 67 (9.9e-06)
853.270 .... 3171 packets received, 7616 bps, 95.20%, Err 67 (9.8e-06)
855.372 .... 3179 packets received, 7616 bps, 95.20%, Err 67 (9.8e-06)
858.017 .... 3184 packets received, 7605 bps, 95.06%, Err 68 (9.9e-06)
860.148 .... 3196 packets received, 7614 bps, 95.18%, Err 69 (1.0e-05)
862.240 .... 3204 packets received, 7615 bps, 95.18%, Err 69 (1.0e-05)
864.354 .... 3212 packets received, 7615 bps, 95.19%, Err 69 (1.0e-05)
866.477 .... 3220 packets received, 7615 bps, 95.19%, Err 69 (1.0e-05)
868.590 .... 3228 packets received, 7616 bps, 95.20%, Err 69 (9.9e-06)
870.700 .... 3236 packets received, 7616 bps, 95.20%, Err 69 (9.9e-06)
872.806 .... 3244 packets received, 7616 bps, 95.21%, Err 69 (9.9e-06)
874.963 .... 3252 packets received, 7616 bps, 95.21%, Err 69 (9.9e-06)
877.043 .... 3260 packets received, 7617 bps, 95.21%, Err 69 (9.8e-06)
879.182 .... 3268 packets received, 7617 bps, 95.21%, Err 69 (9.8e-06)
881.280 .... 3276 packets received, 7618 bps, 95.22%, Err 69 (9.8e-06)
884.748 .... 3284 packets received, 7606 bps, 95.08%, Err 70 (9.9e-06)
886.819 .... 3296 packets received, 7616 bps, 95.20%, Err 70 (9.9e-06)
888.938 .... 3304 packets received, 7616 bps, 95.21%, Err 70 (9.9e-06)
891.053 .... 3312 packets received, 7617 bps, 95.21%, Err 70 (9.8e-06)
893.685 .... 3317 packets received, 7606 bps, 95.07%, Err 71 (9.9e-06)
895.774 .... 3329 packets received, 7616 bps, 95.19%, Err 71 (9.9e-06)
897.929 .... 3337 packets received, 7615 bps, 95.19%, Err 71 (9.9e-06)
900.039 .... 3345 packets received, 7616 bps, 95.20%, Err 72 (1.0e-05)
902.164 .... 3352 packets received, 7614 bps, 95.17%, Err 72 (1.0e-05)
905.569 .... 3360 packets received, 7603 bps, 95.04%, Err 73 (1.0e-05)
907.716 .... 3372 packets received, 7612 bps, 95.15%, Err 73 (1.0e-05)
909.828 .... 3380 packets received, 7613 bps, 95.16%, Err 73 (1.0e-05)
911.919 .... 3388 packets received, 7613 bps, 95.16%, Err 73 (1.0e-05)
914.039 .... 3396 packets received, 7613 bps, 95.17%, Err 73 (1.0e-05)
916.153 .... 3404 packets received, 7614 bps, 95.17%, Err 73 (1.0e-05)
918.266 .... 3412 packets received, 7614 bps, 95.18%, Err 73 (9.9e-06)
920.386 .... 3420 packets received, 7614 bps, 95.18%, Err 73 (9.9e-06)
922.474 .... 3428 packets received, 7615 bps, 95.19%, Err 73 (9.9e-06)
924.618 .... 3436 packets received, 7615 bps, 95.19%, Err 73 (9.9e-06)
928.043 .... 3444 packets received, 7604 bps, 95.06%, Err 75 (1.0e-05)
930.172 .... 3456 packets received, 7614 bps, 95.17%, Err 75 (1.0e-05)
932.261 .... 3464 packets received, 7614 bps, 95.18%, Err 75 (1.0e-05)
934.379 .... 3472 packets received, 7614 bps, 95.18%, Err 75 (1.0e-05)
937.825 .... 3480 packets received, 7604 bps, 95.05%, Err 76 (1.0e-05)
939.916 .... 3492 packets received, 7613 bps, 95.16%, Err 76 (1.0e-05)
942.031 .... 3500 packets received, 7613 bps, 95.17%, Err 76 (1.0e-05)
944.152 .... 3508 packets received, 7614 bps, 95.17%, Err 76 (1.0e-05)
946.274 .... 3516 packets received, 7614 bps, 95.17%, Err 76 (1.0e-05)
948.395 .... 3524 packets received, 7614 bps, 95.18%, Err 76 (1.0e-05)
950.533 .... 3532 packets received, 7614 bps, 95.18%, Err 76 (1.0e-05)
952.625 .... 3539 packets received, 7612 bps, 95.16%, Err 77 (1.0e-05)
954.723 .... 3547 packets received, 7613 bps, 95.16%, Err 77 (1.0e-05)
956.825 .... 3555 packets received, 7613 bps, 95.17%, Err 77 (1.0e-05)
958.989 .... 3563 packets received, 7613 bps, 95.17%, Err 77 (1.0e-05)
961.088 .... 3571 packets received, 7614 bps, 95.17%, Err 77 (1.0e-05)
963.193 .... 3579 packets received, 7614 bps, 95.18%, Err 77 (1.0e-05)
965.282 .... 3587 packets received, 7615 bps, 95.18%, Err 77 (1.0e-05)
967.399 .... 3595 packets received, 7615 bps, 95.18%, Err 77 (1.0e-05)
970.327 .... 3601 packets received, 7604 bps, 95.06%, Err 78 (1.0e-05)
972.408 .... 3613 packets received, 7613 bps, 95.17%, Err 78 (1.0e-05)
974.539 .... 3621 packets received, 7614 bps, 95.17%, Err 78 (1.0e-05)
977.951 .... 3629 packets received, 7604 bps, 95.05%, Err 80 (1.0e-05)
980.096 .... 3640 packets received, 7610 bps, 95.13%, Err 80 (1.0e-05)
983.226 .... 3647 packets received, 7601 bps, 95.01%, Err 81 (1.0e-05)
985.341 .... 3659 packets received, 7609 bps, 95.11%, Err 81 (1.0e-05)
987.481 .... 3667 packets received, 7609 bps, 95.12%, Err 81 (1.0e-05)
989.563 .... 3675 packets received, 7610 bps, 95.12%, Err 81 (1.0e-05)
991.936 .... 3680 packets received, 7602 bps, 95.02%, Err 82 (1.0e-05)
994.061 .... 3691 packets received, 7608 bps, 95.10%, Err 82 (1.0e-05)
996.203 .... 3699 packets received, 7608 bps, 95.11%, Err 82 (1.0e-05)
998.284 .... 3707 packets received, 7609 bps, 95.11%, Err 82 (1.0e-05)
1000.419 .... 3715 packets received, 7609 bps, 95.11%, Err 82 (1.0e-05)
1002.515 .... 3723 packets received, 7610 bps, 95.12%, Err 82 (1.0e-05)
1004.617 .... 3731 packets received, 7610 bps, 95.12%, Err 82 (1.0e-05)
1006.733 .... 3739 packets received, 7610 bps, 95.13%, Err 82 (1.0e-05)
1008.850 .... 3747 packets received, 7610 bps, 95.13%, Err 82 (1.0e-05)
1010.977 .... 3755 packets received, 7611 bps, 95.13%, Err 82 (1.0e-05)
1013.091 .... 3763 packets received, 7611 bps, 95.14%, Err 82 (1.0e-05)
1015.216 .... 3771 packets received, 7611 bps, 95.14%, Err 82 (1.0e-05)
1017.323 .... 3779 packets received, 7612 bps, 95.14%, Err 82 (1.0e-05)
1019.418 .... 3787 packets received, 7612 bps, 95.15%, Err 82 (1.0e-05)
1021.578 .... 3795 packets received, 7612 bps, 95.15%, Err 82 (1.0e-05)
1023.661 .... 3803 packets received, 7612 bps, 95.16%, Err 82 (1.0e-05)
1025.795 .... 3811 packets received, 7613 bps, 95.16%, Err 83 (1.0e-05)
1027.904 .... 3818 packets received, 7611 bps, 95.14%, Err 84 (1.0e-05)
1029.991 .... 3826 packets received, 7611 bps, 95.14%, Err 84 (1.0e-05)
1032.134 .... 3834 packets received, 7611 bps, 95.14%, Err 84 (1.0e-05)
1034.229 .... 3842 packets received, 7612 bps, 95.15%, Err 84 (1.0e-05)
1037.423 .... 3850 packets received, 7604 bps, 95.05%, Err 85 (1.0e-05)
1039.514 .... 3861 packets received, 7611 bps, 95.13%, Err 85 (1.0e-05)
1041.639 .... 3869 packets received, 7611 bps, 95.13%, Err 85 (1.0e-05)
1043.739 .... 3877 packets received, 7611 bps, 95.14%, Err 85 (1.0e-05)
1045.847 .... 3885 packets received, 7611 bps, 95.14%, Err 85 (1.0e-05)
1047.991 .... 3889 packets received, 7604 bps, 95.05%, Err 86 (1.0e-05)
1050.076 .... 3900 packets received, 7610 bps, 95.13%, Err 86 (1.0e-05)
1052.219 .... 3908 packets received, 7610 bps, 95.13%, Err 86 (1.0e-05)
1054.308 .... 3915 packets received, 7609 bps, 95.11%, Err 87 (1.0e-05)
1056.450 .... 3923 packets received, 7609 bps, 95.11%, Err 87 (1.0e-05)
1058.577 .... 3931 packets received, 7609 bps, 95.11%, Err 87 (1.0e-05)
1060.643 .... 3939 packets received, 7610 bps, 95.12%, Err 87 (1.0e-05)
1062.782 .... 3947 packets received, 7610 bps, 95.12%, Err 87 (1.0e-05)
1065.703 .... 3953 packets received, 7600 bps, 95.00%, Err 88 (1.0e-05)
1067.800 .... 3965 packets received, 7608 bps, 95.11%, Err 88 (1.0e-05)
1069.891 .... 3973 packets received, 7609 bps, 95.11%, Err 88 (1.0e-05)
1072.029 .... 3981 packets received, 7609 bps, 95.11%, Err 88 (1.0e-05)
1074.156 .... 3989 packets received, 7609 bps, 95.11%, Err 88 (1.0e-05)
1076.241 .... 3992 packets received, 7600 bps, 95.00%, Err 89 (1.0e-05)
1078.361 .... 4004 packets received, 7608 bps, 95.10%, Err 89 (1.0e-05)
1080.489 .... 4012 packets received, 7608 bps, 95.10%, Err 89 (1.0e-05)
1082.611 .... 4020 packets received, 7608 bps, 95.11%, Err 89 (1.0e-05)
1084.743 .... 4028 packets received, 7609 bps, 95.11%, Err 89 (1.0e-05)
1086.815 .... 4036 packets received, 7609 bps, 95.11%, Err 89 (1.0e-05)
1088.950 .... 4044 packets received, 7609 bps, 95.12%, Err 89 (1.0e-05)
1091.041 .... 4052 packets received, 7610 bps, 95.12%, Err 89 (1.0e-05)
1093.155 .... 4060 packets received, 7610 bps, 95.12%, Err 89 (1.0e-05)
1095.279 .... 4068 packets received, 7610 bps, 95.13%, Err 89 (1.0e-05)
1098.682 .... 4076 packets received, 7601 bps, 95.02%, Err 90 (1.0e-05)
1100.794 .... 4088 packets received, 7609 bps, 95.12%, Err 90 (1.0e-05)
1102.930 .... 4096 packets received, 7609 bps, 95.12%, Err 90 (1.0e-05)
1105.028 .... 4104 packets received, 7610 bps, 95.12%, Err 90 (1.0e-05)
1107.151 .... 4112 packets received, 7610 bps, 95.12%, Err 90 (1.0e-05)
1109.301 .... 4120 packets received, 7610 bps, 95.12%, Err 90 (1.0e-05)
1111.360 .... 4128 packets received, 7611 bps, 95.13%, Err 90 (1.0e-05)
1113.502 .... 4136 packets received, 7611 bps, 95.13%, Err 90 (1.0e-05)
1115.588 .... 4144 packets received, 7611 bps, 95.14%, Err 90 (1.0e-05)
1117.718 .... 4148 packets received, 7604 bps, 95.05%, Err 91 (1.0e-05)
1119.852 .... 4159 packets received, 7610 bps, 95.12%, Err 91 (1.0e-05)
1121.955 .... 4167 packets received, 7610 bps, 95.12%, Err 91 (1.0e-05)
1124.085 .... 4175 packets received, 7610 bps, 95.13%, Err 91 (1.0e-05)
1126.188 .... 4183 packets received, 7610 bps, 95.13%, Err 91 (1.0e-05)
1128.317 .... 4191 packets received, 7611 bps, 95.13%, Err 91 (1.0e-05)
1130.433 .... 4199 packets received, 7611 bps, 95.14%, Err 91 (1.0e-05)
1132.550 .... 4207 packets received, 7611 bps, 95.14%, Err 91 (1.0e-05)
1134.639 .... 4215 packets received, 7611 bps, 95.14%, Err 91 (1.0e-05)
1136.768 .... 4223 packets received, 7612 bps, 95.15%, Err 91 (1.0e-05)
1138.893 .... 4231 packets received, 7612 bps, 95.15%, Err 91 (1.0e-05)
1140.968 .... 4239 packets received, 7612 bps, 95.15%, Err 91 (1.0e-05)
1143.099 .... 4247 packets received, 7612 bps, 95.16%, Err 92 (1.0e-05)
1145.242 .... 4255 packets received, 7613 bps, 95.16%, Err 92 (1.0e-05)
1147.343 .... 4263 packets received, 7613 bps, 95.16%, Err 92 (1.0e-05)
1149.433 .... 4271 packets received, 7613 bps, 95.17%, Err 92 (1.0e-05)
1151.576 .... 4275 packets received, 7606 bps, 95.08%, Err 93 (1.0e-05)
1153.638 .... 4286 packets received, 7612 bps, 95.15%, Err 93 (1.0e-05)
1155.769 .... 4294 packets received, 7612 bps, 95.15%, Err 93 (1.0e-05)
1157.903 .... 4302 packets received, 7612 bps, 95.16%, Err 93 (1.0e-05)
1159.971 .... 4310 packets received, 7613 bps, 95.16%, Err 93 (1.0e-05)
1162.108 .... 4318 packets received, 7613 bps, 95.16%, Err 93 (1.0e-05)
1164.216 .... 4326 packets received, 7613 bps, 95.17%, Err 93 (1.0e-05)
1166.358 .... 4334 packets received, 7613 bps, 95.17%, Err 93 (1.0e-05)
1168.426 .... 4342 packets received, 7614 bps, 95.18%, Err 93 (1.0e-05)
1170.562 .... 4350 packets received, 7614 bps, 95.18%, Err 93 (9.9e-06)
1172.679 .... 4358 packets received, 7614 bps, 95.18%, Err 93 (9.9e-06)
1174.779 .... 4366 packets received, 7615 bps, 95.18%, Err 93 (9.9e-06)
1176.887 .... 4374 packets received, 7615 bps, 95.19%, Err 93 (9.9e-06)
1179.019 .... 4382 packets received, 7615 bps, 95.19%, Err 93 (9.9e-06)
1181.128 .... 4390 packets received, 7615 bps, 95.19%, Err 93 (9.9e-06)
1183.266 .... 4398 packets received, 7615 bps, 95.19%, Err 93 (9.8e-06)
1185.384 .... 4406 packets received, 7616 bps, 95.20%, Err 93 (9.8e-06)
1187.488 .... 4414 packets received, 7616 bps, 95.20%, Err 94 (9.9e-06)
1189.575 .... 4421 packets received, 7615 bps, 95.18%, Err 94 (9.9e-06)
1191.724 .... 4429 packets received, 7615 bps, 95.18%, Err 94 (9.9e-06)
1193.811 .... 4437 packets received, 7615 bps, 95.19%, Err 94 (9.9e-06)
1195.923 .... 4445 packets received, 7615 bps, 95.19%, Err 94 (9.8e-06)
1198.030 .... 4453 packets received, 7616 bps, 95.20%, Err 94 (9.8e-06)
1200.159 .... 4461 packets received, 7616 bps, 95.20%, Err 94 (9.8e-06)
1202.257 .... 4469 packets received, 7616 bps, 95.20%, Err 94 (9.8e-06)
1204.367 .... 4477 packets received, 7616 bps, 95.20%, Err 94 (9.8e-06)
1206.511 .... 4485 packets received, 7616 bps, 95.20%, Err 94 (9.7e-06)
1208.641 .... 4493 packets received, 7617 bps, 95.21%, Err 94 (9.7e-06)
1210.745 .... 4501 packets received, 7617 bps, 95.21%, Err 94 (9.7e-06)
1213.642 .... 4507 packets received, 7609 bps, 95.11%, Err 95 (9.8e-06)
1215.741 .... 4519 packets received, 7616 bps, 95.20%, Err 95 (9.8e-06)
1217.855 .... 4527 packets received, 7616 bps, 95.20%, Err 95 (9.8e-06)
1219.975 .... 4535 packets received, 7616 bps, 95.20%, Err 95 (9.7e-06)
1222.083 .... 4543 packets received, 7617 bps, 95.21%, Err 95 (9.7e-06)
1224.219 .... 4551 packets received, 7617 bps, 95.21%, Err 95 (9.7e-06)
1226.325 .... 4559 packets received, 7617 bps, 95.21%, Err 95 (9.7e-06)
1228.416 .... 4567 packets received, 7617 bps, 95.22%, Err 95 (9.7e-06)
1231.108 .... 4572 packets received, 7609 bps, 95.11%, Err 97 (9.9e-06)
1234.262 .... 4582 packets received, 7606 bps, 95.08%, Err 98 (9.9e-06)
1236.361 .... 4594 packets received, 7613 bps, 95.16%, Err 99 (1.0e-05)
1238.498 .... 4601 packets received, 7612 bps, 95.14%, Err 99 (1.0e-05)
1240.579 .... 4609 packets received, 7612 bps, 95.15%, Err 99 (1.0e-05)
1242.740 .... 4616 packets received, 
